"POVINN","REQTYP","REQPOVINN"
NMUG102,N,NMTD102
NMUG102,Z,NDGE002
NMUG102,Z,NMTD102
NMUG103,N,NDGE024
NMUG103,N,NMTD103
NMUG103,N,NMUM163
NMUG103,N,NPRG030
NMUG103,N,NPRG031
NMUG103,Z,NMTD103
NMUG103,Z,NPRM044
NMUG104,N,NDGE025
NMUG104,N,NMTD104
NMUG104,N,NPRG030
NMUG104,N,NPRG031
NMUG104,Z,NMTD104
NMUG104,Z,NPRM045
NMUG106,N,NDGE003
NMUG106,N,NMTD106
NMUG106,Z,NDGE003
NMUG106,Z,NMTD106
NMUG201,N,NMTD201
NMUG201,Z,NDGE005
NMUG201,Z,NMTD201
NMUG202,N,NMTD202
NMUG202,Z,NMTD202
NMUG203,N,NDGE010
NMUG203,Z,NDGE010
NMUG204,N,NDGE010
NMUG204,Z,NDGE010
NMUG262,Z,NDGE006
NMUG305,N,NMTD305
NMUG305,Z,NMTD305
NMUM101,N,NMTM101
NMUM101,N,NUMP001
NMUM101,Z,NMTM101
NMUM101,Z,NUMP001
NMUM102,N,NMTM102
NMUM102,N,NUMP002
NMUM102,Z,NMTM102
NMUM102,Z,NUMP002
NMUM163,N,NMUG103
NMUM163,N,NPRG030
NMUM163,Z,NPRM044
NMUM201,N,NMTM201
NMUM201,Z,NMTM201
NMUM202,N,NMTM202
NMUM202,Z,NMTM202
NMUM202,Z,NUMP006
NMUM203,N,NMTM203
NMUM203,N,NMUM808
NMUM203,N,NUMP010
NMUM203,Z,NMTM203
NMUM203,Z,NMUM808
NMUM203,Z,NUMP010
NMUM204,N,NMTM204
NMUM204,N,NMUM812
NMUM204,N,NUMP011
NMUM204,Z,NMTM204
NMUM204,Z,NMUM812
NMUM204,Z,NUMP011
NMUM205,N,NMTM205
NMUM205,N,NMUM819
NMUM205,P,NMUM106
NMUM205,Z,NDGE004
NMUM205,Z,NMTM205
NMUM205,Z,NMUM819
NMUM206,N,NMTM206
NMUM206,N,NMUM809
NMUM206,P,NMUM105
NMUM206,Z,NMTM206
NMUM206,Z,NMUM809
NMUM206,Z,NUMP019
NMUM208,N,NMTM208
NMUM208,N,NMUM814
NMUM208,N,NUMP008
NMUM208,Z,NMTM208
NMUM208,Z,NMUM814
NMUM208,Z,NUMP008
NMUM261,N,NDGE001
NMUM261,N,NMUG101
NMUM261,Z,NDGE001
NMUM261,Z,NMUG101
NMUM301,N,NMTM301
NMUM301,N,NMUM816
NMUM301,N,NUMP014
NMUM301,Z,NMTM301
NMUM301,Z,NMUM816
NMUM301,Z,NUMP014
NMUM801,N,NMUM101
NMUM801,N,NUMP001
NMUM801,Z,NMUM101
NMUM801,Z,NUMP001
NMUM803,N,NMUM102
NMUM803,N,NUMP002
NMUM803,Z,NMUM102
NMUM803,Z,NUMP002
NMUM808,N,NMUM203
NMUM808,N,NUMP010
NMUM808,Z,NMUM203
NMUM808,Z,NUMP010
NMUM811,N,NMUM307
NMUM811,N,NUMV043
NMUM811,Z,NMUM307
NMUM811,Z,NUMV043
NMUM812,N,NMUM204
NMUM812,N,NUMP011
NMUM812,Z,NMUM204
NMUM812,Z,NUMP011
NMUM814,N,NMUM208
NMUM814,N,NUMP008
NMUM814,Z,NMUM208
NMUM814,Z,NUMP008
NMUM815,N,NUMP005
NMUM815,Z,NUMP005
NMUM818,N,NUMP016
NMUM818,Z,NUMP016
NPFL103,N,NPFX103
NPFL103,N,NXXX011
NPFL103,N,NXXX012
NPFL103,N,NXXX013
NPFL103,N,NXXX070
NPFL103,N,NXXX071
NPFL103,Z,NPFX103
NPRG056,N,NXXX019
NPRG056,N,NXXX020
NPRG056,N,NXXX021
NPRG056,N,NXXX034
NPRG056,N,NXXX035
NPRG056,N,NPRX056
NPRG056,Z,NPRX056
NPRG057,K,NPRG035
NPRG057,K,NPRG038
NALG019,P,NALG026
NALG019,P,NALG027
NBCM028,Z,NBCM039
NBCM040,Z,NFPL011
NBCM048,K,NBCM047
NDMA003,N,NDMI022
NDMA003,Z,NDMI022
NDMI023,N,NDMI028
NDMI023,N,NDMI029
NDMI023,Z,N#IA005
NDMI031,N,NDMA001
NDMI031,N,NDMI011
NDMI031,Z,NDMI011
NDMI032,K,NDMI031
NDMI032,N,NDMA002
NDMI032,N,NDMI012
NDMI032,Z,NDMI012
NDMI033,N,NDMI007
NDMI033,Z,NDMI007
NDMI038,N,NTIN022
NDMI038,Z,NTIN022
NEKN006,N,NEKN003
NEKN006,N,NEKN024
NEKN006,Z,NEKN003
NEKN006,Z,NEKN024
NEVF019,K,NEVF032
NEVF049,P,NEVF036
NEVF061,P,NEVF025
NEVF061,P,NEVF032
NEVF062,P,NEVF025
NEVF062,P,NEVF032
NFAP030,N,NFAP029
NFAP030,Z,NFAP029
NFPL002,P,NFPL011
NFPL002,P,NOFY042
NFPL032,K,NFPL031
NFPL047,K,NFPL020
NFPL050,K,NFPL049
NFPL052,K,NFPL051
NFPL069,K,NFPL053
NFPL111,K,NFPL110
NFPL116,K,NFPL115
NFPL121,K,NFPL120
NFPL123,K,NFPL122
NFPL125,K,NFPL124
NFPL126,K,NFPL002
NFPL126,P,NFPL011
NFPL126,P,NOFY042
NGEM020,N,NDMI009
NGEM020,Z,NDMI009
NGEM029,N,NDMI013
NGEM029,Z,NDMI013
NGEO058,K,NGEO057
NGEO060,K,NGEO059
NHIF009,P,NFPL066
NHIF009,P,NOFY045
NHIF009,P,NOFY046
NHIF014,P,NHIF080
NHIF014,P,NHIF081
NHIF025,P,NFPL010
NHIF025,P,NTMF003
NHIF030,N,NPRM001
NHIF031,P,NBCM039
NHIF032,Z,NBCM042
NHIF032,Z,NBCM041
NHII012,N,NDBI001
NHII028,N,NHII073
NHII028,N,NHII083
NHII028,N,NOPT032
NHII028,Z,NHII073
NHII028,Z,NHII083
NHII028,Z,NOPT032
NHII031,N,NHIU017
NHII031,N,NHIU018
NHII031,N,NMAI016
NHII031,N,NSTP022
NHII031,N,NUMP013
NHII031,Z,NMAI016
NHII073,Z,NHII028
NHII073,Z,NHII078
NHII073,Z,NHII083
NHII073,Z,NOPT032
NHIM049,N,NDMI014
NHIM049,Z,NDMI014
NJSF002,Z,NTMF015
NJSF023,N,NOFY035
NJSF023,N,NOFY036
NJSF023,N,NTMF003
NJSF023,Z,N#FF001
NJSF023,Z,NOFY036
NLTM020,N,NTIN014
NLTM020,N,NUIN007
NLTM020,Z,NLTM021
NMAI032,N,NALG058
NMAI032,Z,NALG058
NMAI035,N,NALG066
NMAI035,Z,NALG066
NMAI036,N,NMAT042
NMAI036,Z,NMAT042
NMAI038,N,NALG013
NMAI038,Z,NALG013
NMAI039,K,NMAI038
NMAI039,N,NALG014
NMAI039,Z,NALG014
NMAN006,K,NMAN005
NMAN010,K,NMAN005
NMAT059,Z,NHII073
NMAT059,Z,NHII078
NMAT059,Z,NHII083
NMAT059,Z,NOPT032
NNUM007,P,NNUM006
NNUM007,N,NNUM048
NNUM007,N,NNUM049
NNUM007,P,NNUM004
NNUM007,P,NNUM005
NNUM031,N,NNUM006
NNUM031,P,NNUM004
NNUM031,P,NNUM005
NNUM032,N,NNUM006
NNUM032,P,NNUM031
NNUM033,N,NNUM001
NNUM033,N,NNUM002
NNUM033,P,NMAA003
NNUM033,P,NMAA004
NNUM033,P,NNUM004
NNUM033,P,NNUM005
NNUM034,K,NNUM033
NNUM034,N,NNUM001
NNUM034,N,NNUM002
NNUM036,K,NNUM035
NNUM036,N,NNUM022
NNUM036,P,NNUM033
NNUM036,P,NNUM034
NNUM041,K,NNUM040
NNUM044,N,NNUM010
NNUM045,N,NNUM010
NNUM048,N,NNUM007
NNUM049,N,NNUM007
NNUM049,P,NNUM048
NNUM050,P,NNUM004
NNUM050,P,NNUM005
NNUM057,P,NMAA003
NNUM057,P,NMAA004
NOFY049,Z,NMET049
NOOE043,P,NOOE021
NOPT029,N,NOPT004
NOPT029,N,NOPT005
NOPT029,N,NOPT043
NOPT029,N,NOPT044
NOPT029,Z,N#IA006
NOPT029,Z,N#IA007
NOPT043,N,NOPT004
NOPT043,N,NOPT029
NOPT043,Z,NOPT004
NOPT044,K,NOPT043
NOPT044,N,NOPT005
NOPT044,N,NOPT029
NOPT044,Z,NOPT005
NOPT044,Z,NOPT029
NPRF008,K,NPRF007
NPRM008,N,NINF001
NPRM008,N,NSWI008
NPRM008,Z,NPRM009
NPRM027,N,NSWI036
NPRM027,Z,NSWI036
NPRM028,K,NPRM027
NPRM028,N,NSWI037
NPRM028,Z,NSWI037
NPRM030,P,NPRM027
NPRM030,P,NSWI036
NPRM030,Z,NSWI038
NPRM030,Z,NSWI040
NPRM030,N,NSWI038
NPRM030,N,NSWI040
NPRM040,K,NPRM030
NPRM040,N,NSWI038
NPRM040,N,NSWI040
NPRM040,P,NPRM027
NPRM040,P,NSWI036
NPRM040,Z,NSWI038
NPRM040,Z,NSWI040
NRFA004,K,NRFA003
NSTP034,N,NFAP034
NSTP034,Z,NFAP034
NSTP077,K,NSTP076
NSWI016,P,NSWI003
NSWI016,P,NSWI015
NTIN019,P,NTIN013
NTIN053,N,NTIN050
NTIN053,Z,NTIN050
NTIN054,N,NDMI025
NTIN054,Z,NDMI025
NLTM033,N,NAIL012
NLTM033,N,NLTM008
NTIN077,K,NTIN040
NTIN077,K,NTIN041
NTIN078,K,NTIN040
NTIN078,K,NTIN041
NTIN078,K,NTIN077
NSWI112,P,NPRG032
NMAA171,N,NMAA001
NMAA171,N,NMAF033
NMAA171,N,NMAI008
NMAA171,N,NUMP001
NMAA171,Z,NHIU076
NMAA171,Z,NMAA001
NMAA171,Z,NMAF033
NMAA171,Z,NMAI008
NMAA171,Z,NUMP001
NMAG349,P,N#MP109
NMMA349,P,N#MP114
NMMA349,P,NMMA331
NMMA349,P,NMMA333
NMMA349,P,NMMA338
NMNM349,P,N#MP113
NMNM349,P,N#MP114
NMNM349,P,NMMA331
NMNM349,P,NMMA333
NMNM349,P,NMNM331
NMNM349,P,NMNM334
NMSA349,P,N#MP112
NMAG441,N,NMAT001
NMAG441,Z,NMAT001
NMEK051,N,NEKN005
NMEK051,P,NMEK432
NMEK051,P,NMEK450
NMEK051,Z,NEKN005
NMMB364,N,NMIB104
NMMB364,Z,NMIB104
NMMO562,N,NDIR246
NMMO562,Z,NDIR246
NMNV567,N,NDIR247
NMNV567,Z,NDIR247
NMTP534,N,NMAT010
NMTP534,Z,NMAT010
NMTP572,N,NSTP069
NMAA121,P,N#AF300
NMAA121,Z,NMAA020
NMAA121,Z,NMAA033
NMAA121,Z,NMMA901
NMAG101,N,NALG001
NMAG101,N,NMAG111
NMAG101,Z,NALG001
NMAG101,Z,NMAG111
NMAG201,N,NALG026
NMAG201,P,N#MP101
NMAG201,Z,NALG026
NMAG201,Z,NMAG206
NMAG202,K,NMAG201
NMAG202,N,NALG027
NMAG202,P,N#MP101
NMAG337,N,NALG017
NMAG337,Z,NALG017
NSTP062,Z,NMTP570
NFAP055,Z,NMFM462
NMIB105,Z,NMMB431
NPFL092,N,NPFL125
NPFL092,Z,NPFL125
NPFL096,N,NPFL128
NPFL096,Z,NPFL128
NAIL105,N,NXXX038
NAIL105,N,NXXX039
NAIL105,N,NXXX040
NAIL105,N,NXXX067
NAIL105,N,NXXX069
NMAG262,N,NMAT092
NMAG262,Z,NMAT092
NMAG409,N,NMAT007
NMAG409,Z,NMAT007
NMAG438,N,NALG021
NMAG438,Z,NALG021
NMAG446,N,NALG128
NMAG446,Z,NALG128
NMAG451,N,NALG112
NMAG451,Z,NALG112
NMAG452,N,NMAT009
NMAG452,Z,NMAT009
NMAG463,N,NGEM008
NMAG463,Z,NGEM008
NMAG465,Z,NGEM032
NMAG465,Z,NGEM033
NMAG471,N,NMAT001
NMAG471,Z,NMAT001
NMAG532,N,NMAT008
NMAG532,Z,NMAT008
NMAG536,N,NALG139
NMAG536,Z,NALG139
NMAG562,N,NALG125
NMAG562,Z,NALG125
NMAG563,N,NALG117
NMAG563,Z,NALG117
NMAG566,N,NGEM036
NMAG566,P,NMAG411
NMAG566,Z,NGEM036
NMAG567,N,NALG124
NMAG567,Z,NALG124
NMAG569,Z,NGEM013
NMAG569,Z,NGEM014
NMEK450,P,NMSA407
NMEK450,P,NMSA409
NMEK450,P,NMSA413
NMEK450,Z,NMST450
NMEK532,N,NMEK412
NMEK532,P,NMSA403
NMEK532,Z,NMEK412
NMEK551,P,NMEK432
NMEK551,P,NMEK450
NEKN037,Z,NMEK612
NMIB027,Z,NMMB621
NPFL079,N,NXXX011
NPFL079,N,NXXX012
NPFL079,N,NXXX013
NPFL079,N,NXXX070
NPFL079,N,NXXX071
NUMV083,Z,NMUM602
NBCM318,P,NBCM010
NBCM318,P,NBCM012
NPGR029,K,NPGR002
NSWI138,P,NSWI015
NPRG058,P,NPRG042
NMFM431,N,NMFP533
NMFM431,Z,NMFP533
NMFM437,N,NMFM205
NMFM437,N,NMFM438
NMFM437,Z,NMFM205
NMFM437,Z,NMFM438
NMFM438,N,NMFM205
NMFM438,N,NMFM437
NMFM438,Z,NMFM205
NMFM438,Z,NMFM437
NMFM461,N,NMFP462
NMFM461,Z,NMFP462
NMFM501,N,NMFP501
NMFM501,P,NMFM402
NMFM501,P,NMFM406
NMFM501,Z,NMFP501
NMFM502,N,NMFP532
NMFM502,P,NMFM402
NMFM502,P,NMFM406
NMFM502,Z,NMFP532
NMFM503,N,NMFP503
NMFM503,N,NMFP531
NMFM503,Z,N#FP503
NMFM505,N,NMFM535
NMFM505,P,N#TP401
NMFM505,Z,NMFM535
NMFM507,N,NMFP533
NMFM507,P,NMFP405
NMFM507,P,NMSA409
NMFM507,Z,NMFP533
NMFM535,N,NMFM505
NMFM535,P,N#TP401
NMFM535,Z,NMFM505
NMFM537,N,NMFP461
NMFM537,Z,NMFP461
NMMA402,N,NRFA054
NMMA402,Z,NRFA054
NMMA403,N,NRFA014
NMMA403,Z,NRFA014
NMMA404,N,NRFA013
NMMA404,Z,NRFA013
NMMA407,N,NDIR021
NMMA407,Z,NDIR021
NMMA408,N,NMAA015
NMMA408,N,NMAA067
NMMA408,Z,NMAA067
NMMA433,N,NRFA071
NMMA433,Z,NRFA071
NMMA434,N,NRFA072
NMMA434,Z,NRFA072
NMMA435,N,NRFA079
NMMA435,Z,NRFA079
NMMA436,N,NRFA080
NMMA436,Z,NRFA080
NMMA440,N,NDIR101
NMMA440,Z,NDIR101
NMMA462,N,NMAT042
NMMA462,Z,NMAT042
NMMA463,N,NDIR008
NMMA463,Z,NDIR008
NMMA464,N,NDIR055
NMMA464,Z,NDIR055
NMMA473,N,NRFA008
NMMA474,N,NRFA044
NMMA475,N,NGEM038
NMMA476,N,NGEM039
NMMA477,N,NRFA182
NMMA478,N,NRFA182
NMMA531,Z,NDIR051
NMMA533,N,NRFA045
NMMA533,Z,NRFA045
NMMA534,N,NRFA076
NMMA534,Z,NRFA076
NMMA561,N,NRFA082
NMMA561,Z,NRFA082
NMMA562,N,NRFA083
NMMA562,Z,NRFA083
NMMA565,N,NRFA074
NMMA565,Z,NRFA074
NMMA566,N,NRFA074
NMMA566,Z,NRFA074
NMMA567,N,NRFA077
NMMA568,N,NRFA078
NMMA570,N,NDIR058
NMMA571,N,NRFA180
NMMA572,N,NRFA181
NMMA574,N,NDIR069
NMMA575,N,NRFA073
NMMA576,N,NRFA176
NMMA577,N,NRFA057
NMMA578,N,NRFA057
NMMA581,N,NRFA183
NMMA582,N,NRFA184
NMMA583,Z,NDIR247
NMMA584,Z,NDIR246
NMMB401,Z,NMIB401
NMMB403,N,NMIB103
NMMB403,Z,NMIB103
NMMB403,Z,NMMB413
NMMB405,N,NMIB002
NMMB405,N,NMMB415
NMMB405,Z,NMIB002
NMMB405,Z,NMMB415
NMMB436,N,NMIB029
NMMB436,Z,NMIB029
NMMB451,Z,NMAT362
NMMB453,Z,NALG050
NMMB460,N,NMIB104
NMMB460,Z,NMIB104
NMMB501,N,NMIB016
NMMB501,Z,NMIB016
NMMB538,N,NMIB015
NMMB538,P,NMAG436
NMMB538,Z,NMIB015
NMMB551,Z,NALG080
NMMO401,N,NMOD012
NMMO401,Z,NMOD012
NMMO402,N,NDIR057
NMMO402,Z,NDIR057
NMMO403,N,NMOD041
NMMO403,Z,NMOD041
NMMO404,N,NMOD040
NMMO404,Z,NMOD040
NMMO461,Z,NMOD206
NMMO461,Z,NMOD207
NMMO531,N,NMOD036
NMMO531,Z,NMOD036
NMMO532,N,NDIR010
NMMO532,Z,NDIR010
NMMO533,N,NDIR042
NMMO533,Z,NDIR042
NMMO534,N,NDIR043
NMMO534,Z,NDIR043
NMMO535,N,NMOD044
NMMO535,Z,NMOD044
NMMO536,N,NDIR066
NMMO536,Z,NDIR066
NMMO539,N,NMOD042
NMMO539,Z,NMOD042
NMMO541,N,NMOD043
NMMO541,Z,NMOD043
NMMO561,N,NDIR065
NMMO561,Z,NDIR065
NMMO564,Z,NMOD015
NMNV451,Z,NNUM014
NMNV461,N,NMOD023
NMNV461,Z,NMOD023
NMNV462,N,NMOD024
NMNV462,Z,NMOD024
NMNV501,N,NMNV503
NMNV501,N,NNUM021
NMNV501,Z,NMNV503
NMNV501,Z,NNUM021
NMNV534,N,NMNV503
NMNV534,N,NNUM121
NMNV534,Z,NMNV503
NMNV534,Z,NNUM121
NMNV537,N,NMOD101
NMNV537,Z,NMOD101
NMNV538,N,NMOD201
NMNV538,Z,NMOD201
NMNV543,N,NNUM011
NMNV543,Z,NNUM011
NMNV564,N,NNUM017
NMNV564,Z,NNUM017
NMNV566,N,NNUM139
NMNV566,Z,NNUM139
NMSA401,Z,NMSA431
NMST431,P,NMSA407
NMST436,P,NMSA407
NMST438,P,NMSA407
NMST531,P,N#MP122
NMST531,P,NMSA407
NMST532,P,NMST412
NMST532,P,NMST511
NMST533,P,NMST424
NMST539,N,NMFP535
NMST539,P,N#ST412
NMST543,P,NMTP438
NMST551,P,NMST412
NMST551,P,NMST422
NMST552,P,NMST412
NMTP432,P,NMSA405
NMTP533,P,N#MP123
NMTP535,N,NMAT010
NMTP535,Z,NMAT010
NMTP541,K,NMTP438
NMTP543,P,N#MP123
NMTP551,P,NMTP432
NMTP551,P,NMTP450
NMTP562,P,NMTP432
NMTP564,N,NMAT011
NMTP567,P,NMTP543
NMTP568,N,NSTP058
NMTP568,Z,NSTP058
NMAA161,N,NMMA201
NMAG621,N,NALG107
NMAG621,Z,NALG107
NMFM303,Z,NMFM311
NMFM307,N,NMFM331
NMFM307,P,NMFM104
NMFM307,Z,NMFM207
NMFM310,K,NMFM301
NMFM310,Z,NMFM332
NMIN101,N,NPRG030
NMIN101,N,NPRX030
NMIN101,Z,NMIN111
NMIN101,Z,NPRG030
NMIN101,Z,NPRX030
NMIN102,N,NMIN112
NMIN102,P,NMIN101
NMIN102,Z,NMIN112
NMIN331,N,NDMA001
NMIN331,Z,NDMA001
NMMB201,N,NMMB212
NMMB201,Z,NMMB212
NMMB305,N,NMIB005
NMMB305,N,NMMB308
NMMB305,Z,NMIB005
NMMB305,Z,NMMB308
NMMB360,N,NMIB053
NMMB360,Z,NMIB053
NMSA336,N,NMFM204
NMSA336,P,N#MP101
NMSA336,P,N#MP104
NMSA336,Z,NMFM204
NMUG301,N,NDGE022
NMUG301,N,NMTD301
NMUG301,Z,NDGE022
NMUG301,Z,NMTD301
NMUG302,N,NDGE023
NMUG302,N,NMTD302
NMUG302,Z,NDGE023
NMUG302,Z,NMTD302
NMUG303,N,NDGE008
NMUG303,N,NMTD206
NMUG303,Z,NDGE008
NMUG303,Z,NMTD206
NMUG310,N,NMTD310
NMUG310,Z,NDGE016
NMUG310,Z,NMTD310
NMUM103,N,NMTM103
NMUM103,N,NUMP003
NMUM103,Z,NMTM103
NMUM103,Z,NUMP003
NMUM104,N,NMTM104
NMUM104,N,NUMP004
NMUM104,Z,NMTM104
NMUM104,Z,NUMP004
NMUM106,N,NMTM106
NMUM106,Z,NMTM106
NMUM161,N,NMTM161
NMUM161,Z,NMTM161
NMUM162,N,NMTM162
NMUM162,Z,NMTM162
NMUM232,N,NMTM207
NMUM232,Z,NMTM207
NMUM262,N,NDGE002
NMUM262,N,NMUG102
NMUM262,Z,NDGE002
NMUM262,Z,NMUG102
NMUM303,N,NMTM303
NMUM303,N,NMUM817
NMUM303,N,NUMP009
NMUM303,Z,NMTM303
NMUM303,Z,NMUM817
NMUM303,Z,NUMP009
NMUM305,N,NMTM305
NMUM305,N,NUMP015
NMUM305,Z,NMTM305
NMUM306,N,NMTM306
NMUM306,N,NUMP015
NMUM306,Z,NMTM306
NMUM307,N,NMTM307
NMUM307,N,NMUM811
NMUM307,N,NUMV043
NMUM307,Z,NMTM307
NMUM307,Z,NMUM811
NMUM307,Z,NUMV043
NMUM310,N,NMTM310
NMUM310,Z,NDIM005
NMUM310,Z,NMTM310
NMUM331,N,NMTM331
NMUM331,Z,NMTM331
NMUM332,N,NMTM332
NMUM332,Z,NMTM332
NMUM802,N,NMUM103
NMUM802,N,NUMP003
NMUM802,Z,NMUM103
NMUM802,Z,NUMP003
NMUM804,N,NMUM104
NMUM804,N,NUMP004
NMUM804,Z,NMUM104
NMUM804,Z,NUMP004
NMUM816,N,NUMP014
NMUM816,Z,NUMP014
NMUM817,N,NMUM303
NMUM817,N,NUMP009
NMUM817,Z,NMUM303
NMUM817,Z,NUMP009
NPFL104,N,NXXX011
NPFL104,N,NXXX012
NPFL104,N,NXXX013
NPFL104,N,NXXX038
NPFL104,N,NXXX039
NPFL104,N,NXXX040
NPFL104,N,NXXX067
NPFL104,N,NXXX069
NPFL104,N,NXXX070
NPFL104,N,NXXX071
NSWI152,N,NXXX027
NSWI152,N,NXXX028
NSWI152,N,NXXX029
NSWI152,N,NXXX032
NSWI152,N,NXXX068
NSWI152,P,N#IA023
NOFY067,N,NOFY008
NOFY067,Z,NOFY008
NOFY068,N,NOFY008
NOFY068,Z,NOFY008
NTIN080,K,NTIN079
NMNV621,N,NNUM070
NMNV621,Z,NNUM070
NMNV623,Z,NNUM064
NPFL111,N,NPFL137
NPFL111,Z,NPFL137
NMNV464,N,NNUM054
NMNV464,Z,NNUM054
NMNV536,N,NNUM112
NMNV536,Z,NNUM112
NMNV561,N,NNUM200
NMNV561,Z,NNUM200
NMNV563,N,NNUM016
NMNV563,Z,NNUM016
NMSA403,N,NMSA413
NMSA403,Z,NMSA413
NMSA409,N,NMFP403
NMSA936,N,NMSA336
NMSA936,Z,NMSA336
NMST434,P,NMSA407
NMTP438,P,NMSA405
NMTP450,P,NMSA405
NMTP450,P,NMSA409
NMTP450,Z,NMST450
NDBI043,N,NDBI010
NDBI043,Z,NDBI010
NDIN015,N,NDIN016
NDIN015,Z,NDIN016
NJSF116,P,NJSF064
NJSF123,K,NJSF082
NTIN088,P,NTIN073
NTIN089,K,NTIN088
NJSF137,N,NJSF134
NJSF137,N,NJSF136
NMAG565,N,NALG031
NMAG565,Z,NALG031
NMAG162,N,NALG108
NMAG162,Z,NALG108
NMAG334,N,NALG018
NMAG334,Z,NALG018
NMAG335,N,NGEM002
NMAG335,Z,NGEM002
NMFM202,P,N#MP101
NMFM202,P,NMMA221
NMIN364,N,NPRM031
NMMA342,N,NMMA331
NMMA342,N,NRFA075
NMMA342,P,N#MP105
NMMA342,Z,NMMA331
NMMA342,Z,NRFA075
NMMA942,N,NMMA342
NMMA942,N,NRFA075
NMMA942,N,NRFA175
NMMA942,Z,NMMA342
NMMA942,Z,NRFA175
NMMB301,N,NMIB006
NMMB301,Z,NMIB006
NMMB301,Z,NMMB332
NMUM805,N,NPED024
NMUM805,N,NPED034
NMUM805,Z,NPED024
NMUM805,Z,NPED034
NMUM806,N,NPED035
NMUM806,Z,NPED035
NMUM807,N,NPED024
NMUM807,N,NPED033
NMUM807,Z,NPED024
NMUM807,Z,NPED033
NMUM821,N,NDIM010
NMUM821,N,NMUM410
NMUM821,N,NMUM511
NMUM821,Z,NDIM010
NMUM821,Z,NMUM410
NMUM821,Z,NMUM511
NPFL101,P,NSWI095
NSWI151,P,NSWI150
NAIL106,N,NXXX019
NAIL106,N,NXXX020
NAIL106,N,NXXX021
NAIL106,N,NXXX038
NAIL106,N,NXXX039
NAIL106,N,NXXX040
NAIL106,N,NXXX067
NAIL106,N,NXXX069
NMAG405,N,NALG103
NMAG405,Z,NALG103
NMAG407,N,NLTM011
NMAG407,Z,NLTM011
NMAG531,N,NALG077
NMAG531,Z,NALG077
NMAG564,N,NALG138
NMAG564,Z,NALG138
NMFM402,N,NMFP434
NMFM402,P,NMFM401
NMFM402,Z,NMFP434
NMFM405,N,NMFP407
NMFM405,Z,NMFP407
NMFM406,N,NMFP432
NMFM406,P,NMFM405
NMFM406,Z,NMFP432
NMFM408,N,NMFP405
NMFM408,Z,NMFP405
NMFM416,K,NMFM406
NMFM416,N,NMFP432
NMFM416,Z,NMFP432
NMFM531,N,NMFP465
NMFM531,Z,NMFP465
NMFM532,N,NMFP466
NMFM532,Z,NMFP466
NMMA262,N,NMAI020
NMMA262,Z,NMAI020
NMMB404,N,NMIB011
NMMB404,Z,NMIB011
NMMB452,Z,NMIB021
NMMB534,N,NMIB012
NMMB534,Z,NMIB012
NMMO593,N,NMOD208
NMMA162,P,NMMA101
NMMA579,Z,NDIR037
NMMA701,Z,JEB005
NMMA702,P,NMMA701
NMMA702,Z,JEB006
NMMA703,P,NMMA702
NMMA703,Z,JEB028
NMMA704,P,NMMA703
NMMA704,Z,JEB029
NMMA705,P,NMMA704
NMMA705,Z,JEB062
NMMA711,Z,JEB118
NMMA712,P,NMMA711
NMMA712,Z,JEB119
NMMA713,Z,JEB122
NMMB349,P,NMMB201
NMMB349,P,NMMB204
NMMB349,P,NMMB206
NMMB349,P,NMMB301
NMMB349,P,NMMB302
NMUG402,N,NDGE021
NMUG402,Z,NDGE021
NFOE019,Z,MC230P04N
NMMB203,Z,NMNM201
NMMB208,N,NALG090
NMMB208,N,NMAG303
NMMB208,Z,NALG090
NMMB208,Z,NMAG303
NMPG349,K,NPGR002
NMPG349,P,NMAG204
NMPG349,P,NMMA202
NMPG349,P,NMNM931
NMUG401,N,NDGE020
NMUG401,N,NMTD401
NMUG401,Z,NDGE020
NMUG401,Z,NMTD401
NMUG403,N,NMTD403
NMUG403,Z,NMTD403
NMUG404,N,NDGE012
NMUG404,N,NMTD402
NMUG404,Z,NDGE012
NMUG404,Z,NMTD402
NMUG406,N,NMTD404
NMUG406,Z,NMTD404
NMUG501,N,NMTD501
NMUG501,Z,NMTD501
NMUG503,N,NMTD503
NMUG503,Z,NMTD503
NMUG511,N,NMTD511
NMUG511,Z,NMTD511
NMUM401,N,NMTM401
NMUM401,Z,NMTM401
NMUM402,N,NMTM402
NMUM402,Z,NMTM402
NMUM403,N,NMTM403
NMUM403,Z,NMTM403
NMUM404,K,NMUM403
NMUM404,N,NMTM404
NMUM404,Z,NMTM404
NMUM405,N,NMTM405
NMUM405,N,NMUM820
NMUM405,Z,NMTM405
NMUM405,Z,NMUM820
NMUM501,N,NMTM501
NMUM501,Z,NMTM501
NMUM503,N,NMTM505
NMUM503,Z,NMTM505
NMUM505,N,NMTM503
NMUM505,N,NMUM818
NMUM505,N,NUMP016
NMUM505,Z,NMTM503
NMUM505,Z,NMUM818
NMUM505,Z,NUMP016
NMUM511,N,NMTM511
NMUM511,Z,NMTM511
NMMA625,Z,NMAT094
NMFM302,K,NMFM101
NMFM302,K,NMFM303
NMFM302,Z,NMFM338
NMIN267,N,NPRM024
NMUM105,N,NMTM105
NMUM105,Z,NMTM105
NMUM820,N,NDIM001
NMUM820,N,NMUM405
NMUM820,Z,NDIM001
NMUM820,Z,NMUM405
NSZZ031,N,NMAG351
NSZZ031,N,NMMA351
NSZZ031,N,NMNM351
NSZZ031,N,NMSA351
